source_lang,source_form,source_ipa,target_form,target_ipa,process,provenance,note
eng,Snack,,სნეკი,snɛkʼi,epenthesis;substitution;vowel,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /k/ -> ejective; sn onset accepted; /ae/ -> ɛ"
eng,Puzzle,,პაზლი,pʼazli,epenthesis;substitution;gemination,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /p/ -> ejective; zz degeminated; zl cluster intact"
eng,Casting,,კასტინგი,kʼastingi,epenthesis;substitution,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /k/ -> ejective; /ng/ -> ng (not n); st retained as plain st here"
eng,Shopping,,შოპინგი,ʃɔpʼingi,epenthesis;substitution;gemination,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /p/ -> ejective; pp degeminated; /ng/ -> ng"
eng,Reception,,რესეპშენი,rɛsɛpʼʃɛni,epenthesis;substitution,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /p/ -> ejective; pʃ cluster intact"
eng,Check in,,ჩექინი,tʃɛkʼini,epenthesis;substitution,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; two-word item takes ONE final -i"
eng,Weekend,,უიკენდი,uikʼɛndi,epenthesis;substitution,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /k/ -> ejective; INITIAL /w/ -> u in BOTH variants, unlike medial /w/ -> v"
eng,Facebook,,ფეისბუკი,pʰɛisbukʼi,epenthesis;substitution,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> aspirate p; /k/ -> ejective; Eng-like /fɛisbukʰi/; Mixed /fɛisbukʼi/"
eng,Duty free,,დუტი ფრი,dutʼi pʰri,substitution,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","/f/ -> aspirate p; vowel-final, so NO added -i; Very Eng-like /djutʰifri/"
eng,Fake news,,ფეიკნიუსი,pʰɛikʼniusi,epenthesis;substitution,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> aspirate p; /juː/ -> iu; single final -i on the compound"
eng,iPhone,,აიფონი,aipʰɔni,epenthesis;substitution,"gabunia2021 pp.50-51 (Appendix B, Geo-like variant; target_ipa as printed, Mkhedruli target_form DERIVED - Appendix B gives IPA only)","nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> aspirate p; Eng-like /aifɔni/; Very Eng-like /aifəʊni/"
eng,certificate,,სერთიფიკატი,sɛrtʰipʰikʼatʼi,epenthesis;substitution,gabunia2021 p.12,"nominative -i = morphological case suffix, NOT phonological epenthesis; the source's own illustration of the obligatory nominative -i; /f/ -> aspirate p"
eng,sport,,სპორტი,spʼɔrtʼi,epenthesis;substitution,gabunia2021 pp.7-8,"nominative -i = morphological case suffix, NOT phonological epenthesis; ""partial transphonemization""; sp onset and rt coda intact"
eng,flirt,,ფლირტი,pʰlirtʼi,epenthesis;substitution,gabunia2021 pp.7-8; kirvalidze2017 p.291,"nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> aspirate p; fl -> pl; Kirvalidze transcribes it [plɪrtɪ]"
eng,forward,,ფორუარდი,pʰɔruardi,epenthesis;substitution,gabunia2021 pp.7-8,"nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> aspirate p; here medial /w/ -> u, not v — the counterexample to the /w/ rule"
eng,deadline,,დედლაინი,dɛdlaini,epenthesis,gabunia2021 pp.7-8,"nominative -i = morphological case suffix, NOT phonological epenthesis; ""zero transphonemization""; dl cluster intact, no epenthesis"
eng,leader,,ლიდერი,lidɛri,epenthesis;length,gabunia2021 pp.7-8,"nominative -i = morphological case suffix, NOT phonological epenthesis; long /iː/ shortened"
eng,television,,ტელევიზია,tʼɛlɛviziɑ,substitution,gabunia2021 p.11,"Russian-mediated (televizia); vowel-final -ia, so no -i"
eng,budget,,ბიუჯეტი,biudʒɛtʼi,epenthesis;substitution,gabunia2021 p.11,"nominative -i = morphological case suffix, NOT phonological epenthesis; Russian-mediated (biujeti); /ʌ/ -> iu via Russian ю"
eng,partner,,პარტნიორი,pʼartʼniɔri,epenthesis;substitution,gabunia2021 p.11,"nominative -i = morphological case suffix, NOT phonological epenthesis; Russian-mediated (-nior from Russian -нёр); rtn cluster intact"
eng,costume,,კოსტუმი,kʼɔstʼumi,epenthesis;substitution,gabunia2021 p.18,"nominative -i = morphological case suffix, NOT phonological epenthesis; excluded from the study for Russian mediation; the Russian-like rival is /kɔsʲtʲˈʉmi/ WITH PALATALIZATION — the only palatalization datum in the source set"
eng,bluff,,ბლეფი,,substitution;epenthesis;gemination,kirvalidze2017 p.291,"nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> aspirate p (Kirvalidze transcribes the letter as [p]); ff degeminated"
eng,test,,ტესტი,,epenthesis;substitution,kirvalidze2017 p.291,"nominative -i = morphological case suffix, NOT phonological epenthesis; /t/ -> ejective; st coda intact"
eng,fantastic,,ფანტასტიური,,substitution;epenthesis,kirvalidze2017 pp.291-292,"nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> aspirate p ([pantastiurɪ]); Georgian adjectival -uri suffix replaces -ic"
eng,thriller,,თრილერი,,substitution;epenthesis,asaturova-garibashvili p.354,"nominative -i = morphological case suffix, NOT phonological epenthesis; Russian-mediated (триллер); /th/ -> ASPIRATE t, not an ejective; ll degeminated"
eng,hobby,,ჰობი,,epenthesis;gemination,asaturova-garibashvili p.353,"nominative -i = morphological case suffix, NOT phonological epenthesis; /h/ -> h retained; bb degeminated"
eng,producer,,პროდიუსერი,,epenthesis;substitution,asaturova-garibashvili p.354,"nominative -i = morphological case suffix, NOT phonological epenthesis; Russian-mediated (продюсер): the -diu- can only come from Russian ю"
eng,headline,,ჰედლაინი,,epenthesis;substitution,rayfield2023 p.18,"nominative -i = morphological case suffix, NOT phonological epenthesis; /h/ -> h; medial dl imported with no epenthesis"
eng,crush,,ქრაში,,epenthesis;substitution,rayfield2023 p.21,"nominative -i = morphological case suffix, NOT phonological epenthesis; /kr/ -> aspirate k; final -i after a fricative"
eng,troll,,ტროლი,,epenthesis;substitution;gemination,rayfield2023 p.21,"nominative -i = morphological case suffix, NOT phonological epenthesis; /tr/ -> ejective t; ll degeminated"
eng,public,,ფუბლიქი,,substitution;epenthesis,rayfield2023 p.25,"nominative -i = morphological case suffix, NOT phonological epenthesis; Rayfield's key counterexample: English /p/ -> ASPIRATE p (the ""f"" letter), /k/ -> aspirate k"
eng,player,,პლეერი,,epenthesis;substitution,rayfield2023 p.25,"nominative -i = morphological case suffix, NOT phonological epenthesis; the contrasting case: English /p/ -> EJECTIVE p; /eɪə/ -> ee hiatus"
eng,fitting,,ფიტინგი,,substitution;epenthesis;gemination,rayfield2023 p.23,"nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> aspirate p; tt degeminated; final /ng/ -> ng"
eng,forward,,ფორვარდი,,substitution;epenthesis,rayfield2023 pp.23-24,"nominative -i = morphological case suffix, NOT phonological epenthesis; MEDIAL /w/ -> v; contrast the initial-/w/ items"
eng,workshops,,უორკშოპები,,substitution,rayfield2023 p.23,INITIAL /w/ -> u; English plural replaced by Georgian -eb-
eng,network,,ნეთვორქი,,substitution;epenthesis,rayfield2023 p.24,"nominative -i = morphological case suffix, NOT phonological epenthesis; medial /w/ -> v; /t/ -> aspirate t; /k/ -> aspirate k"
eng,half-back,,ჰავბეკი,,substitution;epenthesis,rayfield2023 pp.23-24,"nominative -i = morphological case suffix, NOT phonological epenthesis; /h/ -> h; /f/ -> v (NOT aspirate p) before a voiced stop; almost certainly via Russian хавбек"
eng,kangaroo,,კენგურუ,,substitution,rayfield2023 p.25,"vowel-final, so NO -i; /ae/ -> e; /ng/ -> ng"
eng,talk show,,თოქ შოუ,,substitution,rayfield2023 p.25,"NO -i at all: the non-final element bares a consonant, and shou is vowel-final"
eng,retreat,,რითრითი,,epenthesis;substitution,"rayfield2023 pp.17,23","nominative -i = morphological case suffix, NOT phonological epenthesis; resyllabified ri-thri-thi, ""quite unlike English""; both /t/ -> aspirate t"
eng,record-breaker,,რეკორდსმენი,,substitution;epenthesis,rayfield2023 p.22,"nominative -i = morphological case suffix, NOT phonological epenthesis; Russian -men; the four-consonant medial cluster rdsm is retained with NO repair"
eng,yogurt,,ჲოგურტი,,epenthesis;substitution,rayfield2023 p.25,"nominative -i = morphological case suffix, NOT phonological epenthesis; initial /j/ written with the REVIVED archaic letter jan; contrast gabunia2021 p.14, which spells the same word iogurt-i"
und,Amsterdam,,ამსტერდამი,ɑmstʼɛrdɑmi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i; English/Dutch /st/ -> ejective st'"
und,Ankara,,ანკარა,ɑnkʼɑrɑ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",vowel-final: no -i
und,Athens,,ათენი,ɑtʰɛni,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Greek/Russian-mediated (route inferred); /th/ -> aspirate t"
und,Baku,,ბაქო,bɑkʰɔ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","q-source rendered k (kh) not ejective; Russian-mediated (route inferred, not established by the title pair)"
und,Bank,,ბანკი,bɑnkʼi,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; common noun; final -i on C-final loan"
und,Barcelona,,ბარსელონა,bɑrsɛlɔnɑ,none,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",vowel-final: no -i
und,Belfast,,ბელფასტი,bɛlpʰɑstʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> p (aspirate); /st/ -> ejective st'"
und,Berlin,,ბერლინი,bɛrlini,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i"
und,Bono,,ბონო,bɔnɔ,none,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",vowel-final: no -i
und,Bristol,,ბრისტოლი,bristʼɔli,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /st/ -> ejective st'; final -i"
und,Bruce Springsteen,,ბრიუს სპრინგსტინი,brius spʼrinɡstʼini,epenthesis;substitution;length,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; only last word takes -i; /spr/ -> sp'r; long /iː/ shortened; Bruce -> brius (Russian-mediated (route inferred, not established by the title pair) iu for /uː/)"
und,Bucharest,,ბუქარესტი,bukʰɑrɛstʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /k/ -> aspirate k (kh); /st/ -> st'"
und,Budapest,,ბუდაპეშტი,budɑpʼɛʃtʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /p/ -> ejective p'; /st/ -> st'"
und,Cairo,,კაირო,kʼɑirɔ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/k/ -> ejective k'; vowel-final: no -i
und,Cambridge,,კემბრიჯი,kʼɛmbridʒi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /k/ -> ejective k'; /dZ/ -> j"
und,Cardiff,,კარდიფი,kʼɑrdipʰi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /f/ -> p (aspirate); geminate ff simplified"
und,Chicago,,ჩიკაგო,tʃʰikʼɑɡɔ,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/S/ -> ch (!); /k/ -> ejective k'; vowel-final
und,Computer,,კომპიუტერი,kʼɔmpʼiutʼɛri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; common noun; /k p t/ all -> ejectives"
und,Connacht,,კონაქტი,kʼɔnɑkʰtʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Irish placename; /x/ of -acht rendered ქ /kʰ/ + ტ /tʼ/ (kan k' initially, khar kʰ medially - distinct letters)"
und,Copenhagen,,კოპენჰაგენი,kʼɔpʼɛnhɑɡɛni,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /h/ retained as h; /k p/ -> ejectives"
und,Cork (city),,კორკი,kʼɔrkʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Irish placename; both /k/ -> ejective k'"
und,Dublin,,დუბლინი,dublini,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Irish placename; final -i; cluster bl kept"
und,Edinburgh,,ედინბურგი,ɛdinburɡi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final /g/ spelling-pronounced; final -i"
und,Elvis Presley,,ელვის პრესლი,ɛlvis pʼrɛsli,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",only last word would take -i; Presley vowel-final so none; /p/ -> ejective p'
und,Enya,,ენია,ɛniɑ,substitution;vowel,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",Irish name; /nj/ -> ni; vowel-final: no -i
und,Finland,,ფინეთი,pʰinɛtʰi,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",stem borrowed + native -eti country suffix; /f/ -> p (aspirate)
und,Galway,,გოლუეი,ɡɔluɛi,substitution;vowel,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",Irish placename; /w/ -> u (not v); /eI/ -> ei
und,George Washington,,ჯორჯ ვაშინგტონი,dʒɔrdʒ vɑʃinɡtʼɔni,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /w/ -> v; /N/ -> ng; only last word takes -i"
und,Glasgow,,გლაზგო,ɡlɑzɡɔ,none,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",vowel-final: no -i; gl and sg clusters kept
und,Hamburg,,ჰამბურგი,hɑmburɡi,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /h/ retained as h; final -i"
und,Harry Potter,,ჰარი პოტერი,hɑri pʼɔtʼɛri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /h/ -> h; /p t/ -> ejectives; only last word takes -i"
und,Helsinki,,ჰელსინკი,hɛlsinkʼi,substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)",/h/ -> h; /k/ -> ejective k'; already i-final
und,Internet,,ინტერნეტი,intʼɛrnɛtʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /t/ -> ejective t' twice; final -i"
und,Istanbul,,სტამბოლი,stʼɑmbɔli,epenthesis;substitution;deletion,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; initial vowel dropped (Russian-mediated (route inferred, not established by the title pair) Stambul); /st/ -> st'"
und,James Joyce,,ჯეიმზ ჯოისი,dʒɛimz dʒɔisi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /dZ/ -> j; final /s/ -> z; diphthongs as VV hiatus ei, oi"
und,Johann Sebastian Bach,,იოჰან სებასტიან ბახი,iɔhɑn sɛbɑstʼiɑn bɑxi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /j/ -> i; /h/ -> h; /x/ -> kh; only last word takes -i"
und,Leinster,,ლენსტერი,lɛnstʼɛri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Irish province; /st/ -> st'"
und,Limerick,,ლიმერიკი,limɛrikʼi,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Irish placename; /k/ -> ejective k'"
und,Lisbon,,ლისაბონი,lisɑbɔni,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i"
und,Liverpool,,ლივერპული,livɛrpʼuli,epenthesis;substitution;length,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /v/ -> v; /p/ -> ejective p'; long /uː/ shortened"
und,London,,ლონდონი,lɔndɔni,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i"
und,Ludwig van Beethoven,,ლუდვიგ ვან ბეთჰოვენი,ludviɡ vɑn bɛtʰhɔvɛni,epenthesis;substitution;length,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /th/ of Beethoven spelling-read as t+h; long /eː/ shortened; only last word takes -i"
und,Madrid,,მადრიდი,mɑdridi,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i"
und,Manchester,,მანჩესტერი,mɑntʃʰɛstʼɛri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; /tS/ -> ch; /st/ -> st'"
und,Margaret Thatcher,,მარგარეტ ტეტჩერი,mɑrɡɑrɛtʼ tʼɛtʼtʃʰɛri,epenthesis;substitution,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; Thatcher /th/ -> ejective t'; /tS/ -> t'ch; note non-final word margaret' keeps bare final t'"
und,Marseille,,მარსელი,mɑrsɛli,epenthesis,"ka-wiki-title (en.wikipedia article title = editorial source string, NOT a known historical donor form; mediation unknown/mixed; target_ipa derived from Georgian orthography)","nominative -i = morphological case suffix, NOT phonological epenthesis; final -i"
