Ian Maddieson. 2013. Syllable Structure.
In: Dryer, Matthew S. & Haspelmath, Martin (eds.)
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
(Available online at http://wals.info/chapter/12, Accessed on 2026-08-25.)

wals code	name	value	description	latitude	longitude	genus	family	area
nyi	Nyimang	2	Moderately complex	12.1666666667	29.3333333333	Nyimang	Eastern Sudanic	Phonology
nis	Nyishi	3	Complex	27.5	93.5	Tani	Sino-Tibetan	Phonology
ood	O'odham	3	Complex	32.0	-112.0	Tepiman	Uto-Aztecan	Phonology
ogb	Ogbia	2	Moderately complex	4.66666666667	6.25	Central Delta	Niger-Congo	Phonology
ond	Oneida	3	Complex	43.0	-75.6666666667	Northern Iroquoian	Iroquoian	Phonology
orm	Ormuri	3	Complex	32.5	69.75	Iranian	Indo-European	Phonology
orh	Oromo (Harar)	2	Moderately complex	9.0	42.0	Lowland East Cushitic	Afro-Asiatic	Phonology
otm	Otomí (Mezquital)	3	Complex	20.1666666667	-99.1666666667	Otomian	Oto-Manguean	Phonology
pms	Paamese	2	Moderately complex	-16.5	168.25	Oceanic	Austronesian	Phonology
pac	Pacoh	2	Moderately complex	16.4166666667	107.083333333	Katuic	Austro-Asiatic	Phonology
pai	Paiwan	2	Moderately complex	22.5	120.833333333	Paiwan	Austronesian	Phonology
pnr	Panare	2	Moderately complex	6.5	-66.0	Cariban	Cariban	Phonology
puk	Parauk	2	Moderately complex	23.25	99.5	Palaungic	Austro-Asiatic	Phonology
psh	Pashto	3	Complex	33.0	67.0	Iranian	Indo-European	Phonology
psm	Passamaquoddy-Maliseet	3	Complex	45.0	-67.0	Algonquian	Algic	Phonology
pau	Paumarí	1	Simple	-6.0	-64.0	Arauan	Arauan	Phonology
paw	Pawaian	2	Moderately complex	-7.0	145.083333333	Pawaian	Teberan-Pawaian	Phonology
pec	Pech	2	Moderately complex	15.0	-85.5	Pech	Chibchan	Phonology
prs	Persian	3	Complex	32.0	54.0	Iranian	Indo-European	Phonology
phl	Phlong	2	Moderately complex	15.0	99.0	Karen	Sino-Tibetan	Phonology
prh	Pirahã	1	Simple	-7.0	-62.0	Mura	Mura	Phonology
pit	Pitjantjatjara	2	Moderately complex	-26.0	130.0	Western Pama-Nyungan	Pama-Nyungan	Phonology
poa	Po-Ai	2	Moderately complex	-20.6666666667	164.833333333	Oceanic	Austronesian	Phonology
poh	Pohnpeian	3	Complex	6.88333333333	158.25	Oceanic	Austronesian	Phonology
pol	Polish	3	Complex	52.0	20.0	Slavic	Indo-European	Phonology
pur	Purépecha	2	Moderately complex	19.5	-101.666666667	Tarascan	Tarascan	Phonology
pae	Páez	3	Complex	2.66666666667	-76.0	Páezan	Páezan	Phonology
bng	Qaqet	2	Moderately complex	-4.58333333333	152.0	Baining	Baining	Phonology
qaw	Qawasqar	3	Complex	-49.0	-75.0	Alacalufan	Alacalufan	Phonology
ram	Rama	2	Moderately complex	11.75	-83.75	Rama	Chibchan	Phonology
rap	Rapanui	1	Simple	-27.1166666667	-109.366666667	Oceanic	Austronesian	Phonology
res	Resígaro	2	Moderately complex	-2.41666666667	-71.5	Japura-Colombia	Arawakan	Phonology
rsc	Romansch (Scharans)	3	Complex	46.75	9.5	Romance	Indo-European	Phonology
ror	Roro	1	Simple	-8.75	146.583333333	Oceanic	Austronesian	Phonology
rtk	Rotokas	1	Simple	-6.0	155.166666667	North Bougainville	North Bougainville	Phonology
ruk	Rukai (Tanan)	2	Moderately complex	22.8333333333	120.833333333	Rukai	Austronesian	Phonology
rus	Russian	3	Complex	56.0	38.0	Slavic	Indo-European	Phonology
rut	Rutul	3	Complex	41.5	47.4166666667	Lezgic	Nakh-Daghestanian	Phonology
sab	Sa'ban	3	Complex	3.66666666667	115.666666667	North Borneo	Austronesian	Phonology
scs	Saami (Central-South)	3	Complex	64.6666666667	16.75	Saami	Uralic	Phonology
sdw	Sandawe	2	Moderately complex	-5.0	35.0	Sandawe	Sandawe	Phonology
san	Sango	1	Simple	5.0	18.0	Ubangi	Niger-Congo	Phonology
snm	Sanuma	2	Moderately complex	4.5	-64.6666666667	Yanomam	Yanomam	Phonology
svs	Savosavo	1	Simple	-9.13333333333	159.8	Savosavo	Solomons East Papuan	Phonology
sed	Sedang	2	Moderately complex	14.8333333333	108.0	Bahnaric	Austro-Asiatic	Phonology
sel	Selknam	3	Complex	-53.0	-70.0	Chonan Proper	Chonan	Phonology
skp	Selkup	2	Moderately complex	65.0	82.0	Samoyedic	Uralic	Phonology
sml	Semelai	2	Moderately complex	3.0	103.0	Aslian	Austro-Asiatic	Phonology
snd	Senadi	1	Simple	9.5	-6.25	Senufo	Niger-Congo	Phonology
sha	Shan	2	Moderately complex	22.0	98.0	Kam-Tai	Tai-Kadai	Phonology
shs	Shasta	2	Moderately complex	41.8333333333	-122.666666667	Shasta	Hokan	Phonology
shk	Shipibo-Konibo	2	Moderately complex	-7.5	-75.0	Panoan	Pano-Tacanan	Phonology
shi	Shiriana	2	Moderately complex	3.5	-62.8333333333	Yanomam	Yanomam	Phonology
shu	Shuswap	3	Complex	52.0	-120.0	Interior Salish	Salishan	Phonology
srn	Sirionó	1	Simple	-15.5833333333	-64.0	Maweti-Guarani	Tupian	Phonology
sla	Slave	2	Moderately complex	67.0	-125.0	Athapaskan	Na-Dene	Phonology
som	Somali	2	Moderately complex	3.0	45.0	Lowland East Cushitic	Afro-Asiatic	Phonology
soq	Soqotri	3	Complex	12.5	54.0	Semitic	Afro-Asiatic	Phonology
sor	Sora	2	Moderately complex	20.0	84.3333333333	Munda	Austro-Asiatic	Phonology
spa	Spanish	2	Moderately complex	40.0	-4.0	Romance	Indo-European	Phonology
squ	Squamish	3	Complex	49.6666666667	-123.166666667	Central Salish	Salishan	Phonology
sre	Sre	3	Complex	11.5	108.0	Bahnaric	Austro-Asiatic	Phonology
sue	Suena	1	Simple	-7.75	147.55	Binanderean	Trans-New Guinea	Phonology
sui	Sui	2	Moderately complex	26.0	107.5	Kam-Tai	Tai-Kadai	Phonology
sup	Supyire	2	Moderately complex	11.5	-5.58333333333	Senufo	Niger-Congo	Phonology
swa	Swahili	1	Simple	-6.5	39.0	Bantu	Niger-Congo	Phonology
sba	Sáliba (in Colombia)	1	Simple	6.0	-70.0	Sáliba	Sáliban	Phonology
tab	Taba	3	Complex	0.0	127.5	South Halmahera - West New Guinea	Austronesian	Phonology
tac	Tacana	1	Simple	-13.5	-68.0	Tacanan	Pano-Tacanan	Phonology
tag	Tagalog	2	Moderately complex	15.0	121.0	Greater Central Philippine	Austronesian	Phonology
tma	Tama	2	Moderately complex	14.5	22.0	Taman	Eastern Sudanic	Phonology
tam	Tamang (Eastern)	2	Moderately complex	27.5	85.666666666667	Bodic	Sino-Tibetan	Phonology
tmp	Tampulma	3	Complex	10.4166666667	-0.583333333333	Grusi	Niger-Congo	Phonology
tok	Tarok	2	Moderately complex	9.0	10.0833333333	Benue-Congo Plateau	Niger-Congo	Phonology
tas	Tashlhiyt	3	Complex	31.0	-5.0	Berber	Afro-Asiatic	Phonology
tsg	Tausug	2	Moderately complex	6.0	121.0	Greater Central Philippine	Austronesian	Phonology
tel	Telugu	2	Moderately complex	16.0	79.0	Dravidian	Dravidian	Phonology
tmn	Temein	2	Moderately complex	11.9166666667	29.4166666667	Temein	Eastern Sudanic	Phonology
tne	Temne	3	Complex	8.66666666667	-13.0833333333	Northern Mel	Niger-Congo	Phonology
ter	Tera	2	Moderately complex	11.0	11.8333333333	Biu-Mandara	Afro-Asiatic	Phonology
ttn	Tetun	3	Complex	-9.0	126.0	Central Malayo-Polynesian	Austronesian	Phonology
tha	Thai	2	Moderately complex	16.0	101.0	Kam-Tai	Tai-Kadai	Phonology
tib	Tibetan (Standard Spoken)	2	Moderately complex	30.0	91.0	Bodic	Sino-Tibetan	Phonology
tgk	Tigak	2	Moderately complex	-2.71666666667	150.8	Oceanic	Austronesian	Phonology
tgr	Tigré	2	Moderately complex	16.5	38.5	Semitic	Afro-Asiatic	Phonology
try	Tiruray	2	Moderately complex	6.75	124.166666667	Bilic	Austronesian	Phonology
tiw	Tiwi	2	Moderately complex	-11.5	131.0	Tiwian	Tiwian	Phonology
tli	Tlingit	3	Complex	59.0	-135.0	Tlingit	Na-Dene	Phonology
toa	Toaripi	1	Simple	-8.33333333333	146.25	Eleman	Eleman	Phonology
tol	Tol	2	Moderately complex	14.6666666667	-87.0	Tol	Tol	Phonology
ton	Tonkawa	2	Moderately complex	30.25	-96.75	Tonkawa	Tonkawa	Phonology
dts	Toro So	1	Simple	14.4166666667	-3.25	Dogon	Dogon	Phonology
tru	Trumai	2	Moderately complex	-11.9166666667	-53.5833333333	Trumai	Trumai	Phonology
tsi	Tsimshian (Coast)	3	Complex	52.5	-129.0	Tsimshianic	Tsimshianic	Phonology
tso	Tsou	3	Complex	23.5	120.75	Tsou	Austronesian	Phonology
ttu	Tsova-Tush	3	Complex	42.5	45.5	Nakh	Nakh-Daghestanian	Phonology
tug	Tuareg (Ahaggar)	3	Complex	23.0	6.0	Berber	Afro-Asiatic	Phonology
tuk	Tukang Besi	1	Simple	-5.5	123.5	Celebic	Austronesian	Phonology
tul	Tulu	3	Complex	12.75	75.3333333333	Dravidian	Dravidian	Phonology
tur	Turkish	2	Moderately complex	39.0	35.0	Turkic	Altaic	Phonology
tuv	Tuvan	3	Complex	52.0	95.0	Turkic	Altaic	Phonology
tza	Tzeltal (Aguacatenango)	3	Complex	16.4166666667	-92.5	Mayan	Mayan	Phonology
umb	UMbundu	1	Simple	-12.5	15.0	Bantu	Niger-Congo	Phonology
una	Una	2	Moderately complex	-4.66666666667	140.0	Mek	Trans-New Guinea	Phonology
ung	Ungarinjin	2	Moderately complex	-16.3333333333	126.0	Worrorran	Worrorran	Phonology
urk	Urubú-Kaapor	2	Moderately complex	-2.33333333333	-46.5	Maweti-Guarani	Tupian	Phonology
usa	Usan	2	Moderately complex	-4.83333333333	145.166666667	North Adelbert	Trans-New Guinea	Phonology
uzn	Uzbek (Northern)	3	Complex	40.6666666667	66.5	Turkic	Altaic	Phonology
vie	Vietnamese	2	Moderately complex	10.5	106.5	Vietic	Austro-Asiatic	Phonology
wah	Wahgi	2	Moderately complex	-5.83333333333	144.716666667	Chimbu-Wahgi	Trans-New Guinea	Phonology
bno	Waimaha	1	Simple	0.333333333333	-70.25	Tucanoan	Tucanoan	Phonology
wam	Wambaya	2	Moderately complex	-18.6666666667	135.75	Wambayan	Mirndi	Phonology
wnt	Wantoat	2	Moderately complex	-6.16666666667	146.5	Finisterre	Trans-New Guinea	Phonology
wao	Waorani	1	Simple	-1.0	-76.5	Waorani	Waorani	Phonology
wps	Wapishana	2	Moderately complex	2.66666666667	-60.0	Negro-Roraima	Arawakan	Phonology
wra	Warao	1	Simple	9.33333333333	-61.6666666667	Warao	Warao	Phonology
wrd	Wardaman	3	Complex	-15.5	131.0	Yangmanic	Yangmanic	Phonology
war	Wari'	2	Moderately complex	-11.3333333333	-65.0	Chapacura-Wanham	Chapacura-Wanham	Phonology
wrs	Waris	2	Moderately complex	-3.16666666667	141.0	Border	Border	Phonology
wma	West Makian	2	Moderately complex	0.5	127.583333333	North Halmaheran	North Halmaheran	Phonology
wch	Wichí	2	Moderately complex	-22.5	-62.5833333333	Matacoan	Matacoan	Phonology
wmu	Wik Munkan	2	Moderately complex	-13.9166666667	141.75	Northern Pama-Nyungan	Pama-Nyungan	Phonology
win	Wintu	2	Moderately complex	41.0	-122.5	Wintuan	Penutian	Phonology
woi	Woisika	2	Moderately complex	-8.25	124.833333333	Alor-Pantar	Greater West Bomberai	Phonology
wlf	Wolof	3	Complex	15.25	-16.0	Wolof	Niger-Congo	Phonology
ygr	Yagaria	3	Complex	-6.33333333333	145.416666667	Siane-Yagaria	Trans-New Guinea	Phonology
yag	Yagua	2	Moderately complex	-3.5	-72.0	Peba-Yaguan	Peba-Yaguan	Phonology
ykt	Yakut	3	Complex	62.0	130.0	Turkic	Altaic	Phonology
yny	Yanyuwa	2	Moderately complex	-16.4166666667	137.166666667	Western Pama-Nyungan	Pama-Nyungan	Phonology
yap	Yapese	2	Moderately complex	9.58333333333	138.166666667	Yapese	Austronesian	Phonology
yaq	Yaqui	2	Moderately complex	27.5	-110.25	Cahita	Uto-Aztecan	Phonology
yar	Yareba	1	Simple	-9.5	148.5	Yareban	Trans-New Guinea	Phonology
yaw	Yawa	2	Moderately complex	-1.75	136.25	Yawa	Yawa	Phonology
yay	Yay	2	Moderately complex	22.4166666667	104.75	Kam-Tai	Tai-Kadai	Phonology
yel	Yelî Dnye	1	Simple	-11.3666666667	154.166666667	Yele	Yele	Phonology
yes	Yessan-Mayo	2	Moderately complex	-4.16666666667	142.583333333	Tama Sepik	Sepik	Phonology
yey	Yeyi	2	Moderately complex	-20.0	23.5	Bantu	Niger-Congo	Phonology
yid	Yidiny	2	Moderately complex	-17.0	145.75	Northern Pama-Nyungan	Pama-Nyungan	Phonology
yim	Yimas	2	Moderately complex	-4.66666666667	143.55	Lower Sepik	Ramu-Lower Sepik	Phonology
yor	Yoruba	1	Simple	8.0	4.33333333333	Defoid	Niger-Congo	Phonology
ycn	Yucuna	2	Moderately complex	-0.75	-71.0	Japura-Colombia	Arawakan	Phonology
yko	Yukaghir (Kolyma)	2	Moderately complex	65.75	150.833333333	Yukaghir	Yukaghir	Phonology
ytu	Yukaghir (Tundra)	3	Complex	69.0	155.0	Yukaghir	Yukaghir	Phonology
yul	Yulu	2	Moderately complex	8.5	25.25	Bongo-Bagirmi	Central Sudanic	Phonology
yus	Yupik (Siberian)	2	Moderately complex	65.0	-173.0	Eskimo	Eskimo-Aleut	Phonology
yur	Yurok	3	Complex	41.3333333333	-124.0	Yurok	Algic	Phonology
zqc	Zoque (Copainalá)	3	Complex	17.0	-93.25	Mixe-Zoque	Mixe-Zoque	Phonology
zul	Zulu	2	Moderately complex	-30.0	30.0	Bantu	Niger-Congo	Phonology
zun	Zuni	2	Moderately complex	35.0833333333	-108.833333333	Zuni	Zuni	Phonology
