"Rob Goedemans, Harry van der Hulst. 2013. Weight-Sensitive Stress."
"In: Dryer, Matthew S. & Haspelmath, Martin (eds.)"
WALS Online (v2020.4) [Data set]. Zenodo.
https://doi.org/10.5281/zenodo.13950591
"(Available online at http://wals.info/chapter/15, Accessed on 2026-08-25.)"
""
wals code,name,value,description,latitude,longitude,genus,family,area
ntu,Nenets,8,Fixed stress (no weight-sensitivity),70.0,76.0,Samoyedic,Uralic,Phonology
nne,Nengone,8,Fixed stress (no weight-sensitivity),-21.5,168.0,Oceanic,Austronesian,Phonology
naj,Neo-Aramaic (Arbel Jewish),8,Fixed stress (no weight-sensitivity),36.3833,44.0,Semitic,Afro-Asiatic,Phonology
nsy,Neo-Aramaic (Assyrian),8,Fixed stress (no weight-sensitivity),36.0,41.0,Semitic,Afro-Asiatic,Phonology
nep,Nepali,1,Left-edge: First or second,28.0,85.0,Indic,Indo-European,Phonology
nez,Nez Perce,7,Not predictable,46.0,-116.0,Sahaptian,Penutian,Phonology
ngd,Ngad'a,3,Right-edge: Ultimate or penultimate,-8.83333333333,121.0,Central Malayo-Polynesian,Austronesian,Phonology
ngl,Ngalakan,8,Fixed stress (no weight-sensitivity),-14.25,134.0,Eastern Gunwinyguan,Gunwinyguan,Phonology
nkb,Ngalkbun,8,Fixed stress (no weight-sensitivity),-13.5,134.833333333,Marne,Gunwinyguan,Phonology
ngr,Ngarinyeri,8,Fixed stress (no weight-sensitivity),-36.0,140.0,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
ngi,Ngiyambaa,5,Unbounded: Stress can be anywhere,-31.75,145.5,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
nia,Nias,8,Fixed stress (no weight-sensitivity),1.0,97.75,Northwest Sumatra-Barrier Islands,Austronesian,Phonology
nin,Ningil,8,Fixed stress (no weight-sensitivity),-3.5,142.25,East Wapei,Torricelli,Phonology
niv,Nivkh,8,Fixed stress (no weight-sensitivity),53.3333333333,142.0,Nivkh,Nivkh,Phonology
nor,Norwegian,4,Right-oriented: One of the last three,61.0,8.0,Germanic,Indo-European,Phonology
nua,Nuaulu,8,Fixed stress (no weight-sensitivity),-3.25,129.166666667,Central Malayo-Polynesian,Austronesian,Phonology
nbd,Nubian (Dongolese),5,Unbounded: Stress can be anywhere,18.25,30.75,Nubian,Eastern Sudanic,Phonology
nug,Nunggubuyu,8,Fixed stress (no weight-sensitivity),-13.75,135.666666667,Nunggubuyu,Gunwinyguan,Phonology
nbo,Nyambo,8,Fixed stress (no weight-sensitivity),-1.0,31.3333333333,Bantu,Niger-Congo,Phonology
nya,Nyawaygi,1,Left-edge: First or second,-19.0,146.166666667,Northern Pama-Nyungan,Pama-Nyungan,Phonology
nju,Nyungar,8,Fixed stress (no weight-sensitivity),-33.75,122.0,Western Pama-Nyungan,Pama-Nyungan,Phonology
obk,Obokuitai,5,Unbounded: Stress can be anywhere,-3.0,138.0,East Tariku,Lakes Plain,Phonology
occ,Occitan,3,Right-edge: Ultimate or penultimate,44.0,2.0,Romance,Indo-European,Phonology
olm,Oloh Mangtangai,8,Fixed stress (no weight-sensitivity),-0.833333333333,113.0,Barito,Austronesian,Phonology
ond,Oneida,8,Fixed stress (no weight-sensitivity),43.0,-75.6666666667,Northern Iroquoian,Iroquoian,Phonology
ono,Ono,8,Fixed stress (no weight-sensitivity),-6.16666666667,147.583333333,Huon,Trans-New Guinea,Phonology
orc,Oroch,8,Fixed stress (no weight-sensitivity),50.3333333333,137.5,Tungusic,Altaic,Phonology
oss,Ossetic,1,Left-edge: First or second,43.0,44.0,Iranian,Indo-European,Phonology
oto,Oto,1,Left-edge: First or second,40.5,-96.0,Mississippi Valley Siouan,Siouan,Phonology
pkn,Paakantyi,8,Fixed stress (no weight-sensitivity),-32.5,142.5,Central Pama-Nyungan,Pama-Nyungan,Phonology
pms,Paamese,8,Fixed stress (no weight-sensitivity),-16.5,168.25,Oceanic,Austronesian,Phonology
pad,Padoe,8,Fixed stress (no weight-sensitivity),-2.33333333333,121.333333333,Celebic,Austronesian,Phonology
pag,Pagu,8,Fixed stress (no weight-sensitivity),1.25,127.75,North Halmaheran,North Halmaheran,Phonology
put,Paiute (Southern),8,Fixed stress (no weight-sensitivity),37.8333333333,-113.333333333,Northern Uto-Aztecan,Uto-Aztecan,Phonology
pai,Paiwan,8,Fixed stress (no weight-sensitivity),22.5,120.833333333,Paiwan,Austronesian,Phonology
pna,Pamona,8,Fixed stress (no weight-sensitivity),-1.75,120.833333333,Celebic,Austronesian,Phonology
psh,Pashto,7,Not predictable,33.0,67.0,Iranian,Indo-European,Phonology
psm,Passamaquoddy-Maliseet,4,Right-oriented: One of the last three,45.0,-67.0,Algonquian,Algic,Phonology
plh,Paulohi,8,Fixed stress (no weight-sensitivity),-3.25,128.75,Central Malayo-Polynesian,Austronesian,Phonology
pau,Paumarí,8,Fixed stress (no weight-sensitivity),-6.0,-64.0,Arauan,Arauan,Phonology
prs,Persian,8,Fixed stress (no weight-sensitivity),32.0,54.0,Iranian,Indo-European,Phonology
pin,Pintupi,8,Fixed stress (no weight-sensitivity),-23.0,129.0,Western Pama-Nyungan,Pama-Nyungan,Phonology
prh,Pirahã,4,Right-oriented: One of the last three,-7.0,-62.0,Mura,Mura,Phonology
pir,Piro,8,Fixed stress (no weight-sensitivity),-11.0,-73.5,Purus,Arawakan,Phonology
pit,Pitjantjatjara,8,Fixed stress (no weight-sensitivity),-26.0,130.0,Western Pama-Nyungan,Pama-Nyungan,Phonology
ppi,Pitta Pitta,8,Fixed stress (no weight-sensitivity),-22.8333333333,140.0,Central Pama-Nyungan,Pama-Nyungan,Phonology
pkm,Pokomchí,8,Fixed stress (no weight-sensitivity),15.4166666667,-90.5,Mayan,Mayan,Phonology
plb,Polabian,3,Right-edge: Ultimate or penultimate,51.0,12.8333333333,Slavic,Indo-European,Phonology
pol,Polish,8,Fixed stress (no weight-sensitivity),52.0,20.0,Slavic,Indo-European,Phonology
pme,Pomo (Eastern),8,Fixed stress (no weight-sensitivity),39.0,-122.666666667,Pomoan,Hokan,Phonology
por,Portuguese,3,Right-edge: Ultimate or penultimate,39.0,-8.0,Romance,Indo-European,Phonology
plp,Pulopetak,8,Fixed stress (no weight-sensitivity),1.41666666667,109.833333333,Barito,Austronesian,Phonology
pul,Puluwat,5,Unbounded: Stress can be anywhere,7.33333333333,149.333333333,Oceanic,Austronesian,Phonology
pur,Purépecha,8,Fixed stress (no weight-sensitivity),19.5,-101.666666667,Tarascan,Tarascan,Phonology
que,Quechan,8,Fixed stress (no weight-sensitivity),32.8333333333,-114.333333333,Yuman,Hokan,Phonology
qay,Quechua (Ayacucho),8,Fixed stress (no weight-sensitivity),-14.0,-74.0,Quechuan,Quechuan,Phonology
qim,Quechua (Imbabura),8,Fixed stress (no weight-sensitivity),0.333333333333,-78.0,Quechuan,Quechuan,Phonology
qch,Quiché,8,Fixed stress (no weight-sensitivity),15.0,-91.4166666667,Mayan,Mayan,Phonology
ram,Rama,7,Not predictable,11.75,-83.75,Rama,Chibchan,Phonology
rap,Rapanui,8,Fixed stress (no weight-sensitivity),-27.1166666667,-109.366666667,Oceanic,Austronesian,Phonology
rit,Ritharngu,8,Fixed stress (no weight-sensitivity),-12.8333333333,135.5,Western Pama-Nyungan,Pama-Nyungan,Phonology
rnr,Romani (North Russian),8,Fixed stress (no weight-sensitivity),60.0,38.0,Indic,Indo-European,Phonology
rom,Romanian,3,Right-edge: Ultimate or penultimate,46.0,25.0,Romance,Indo-European,Phonology
rsm,Romansch (Surmeiran),3,Right-edge: Ultimate or penultimate,46.5833333333,9.75,Romance,Indo-European,Phonology
ror,Roro,1,Left-edge: First or second,-8.75,146.583333333,Oceanic,Austronesian,Phonology
rti,Roti,8,Fixed stress (no weight-sensitivity),-10.6666666667,123.25,Central Malayo-Polynesian,Austronesian,Phonology
rot,Rotuman,3,Right-edge: Ultimate or penultimate,-12.5,177.066666667,Oceanic,Austronesian,Phonology
rus,Russian,5,Unbounded: Stress can be anywhere,56.0,38.0,Slavic,Indo-European,Phonology
sno,Saami (Northern),8,Fixed stress (no weight-sensitivity),69.0,24.0,Saami,Uralic,Phonology
sao,Saho,7,Not predictable,14.75,39.75,Lowland East Cushitic,Afro-Asiatic,Phonology
sah,Sahu,8,Fixed stress (no weight-sensitivity),1.16666666667,127.5,North Halmaheran,North Halmaheran,Phonology
sak,Sakao,3,Right-edge: Ultimate or penultimate,-15.1666666667,167.083333333,Oceanic,Austronesian,Phonology
sps,Salish (Southern Puget Sound),7,Not predictable,47.25,-122.5,Central Salish,Salishan,Phonology
sbg,Sama (Balangingi),8,Fixed stress (no weight-sensitivity),6.16666666667,121.833333333,Sama-Bajaw,Austronesian,Phonology
sgr,Sangir,8,Fixed stress (no weight-sensitivity),3.5,125.5,Sangiric,Austronesian,Phonology
snm,Sanuma,8,Fixed stress (no weight-sensitivity),4.5,-64.6666666667,Yanomam,Yanomam,Phonology
srd,Sardinian,3,Right-edge: Ultimate or penultimate,40.0,9.0,Romance,Indo-European,Phonology
swi,Sawai,3,Right-edge: Ultimate or penultimate,0.5,128.0,South Halmahera - West New Guinea,Austronesian,Phonology
sed,Sedang,8,Fixed stress (no weight-sensitivity),14.8333333333,108.0,Bahnaric,Austro-Asiatic,Phonology
sru,Selaru,3,Right-edge: Ultimate or penultimate,-8.2,131.0,Central Malayo-Polynesian,Austronesian,Phonology
sly,Selayar,8,Fixed stress (no weight-sensitivity),-6.0,120.5,South Sulawesi,Austronesian,Phonology
slp,Selepet,8,Fixed stress (no weight-sensitivity),-6.16666666667,147.166666667,Huon,Trans-New Guinea,Phonology
skp,Selkup,1,Left-edge: First or second,65.0,82.0,Samoyedic,Uralic,Phonology
sml,Semelai,8,Fixed stress (no weight-sensitivity),3.0,103.0,Aslian,Austro-Asiatic,Phonology
snc,Seneca,4,Right-oriented: One of the last three,42.5,-77.5,Northern Iroquoian,Iroquoian,Phonology
snt,Sentani,3,Right-edge: Ultimate or penultimate,-2.58333333333,140.583333333,Sentanic,Sentanic,Phonology
scr,Serbian-Croatian,5,Unbounded: Stress can be anywhere,44.0,19.0,Slavic,Indo-European,Phonology
ser,Seri,5,Unbounded: Stress can be anywhere,29.0,-112.0,Seri,Hokan,Phonology
shk,Shipibo-Konibo,1,Left-edge: First or second,-7.5,-75.0,Panoan,Pano-Tacanan,Phonology
shi,Shiriana,8,Fixed stress (no weight-sensitivity),3.5,-62.8333333333,Yanomam,Yanomam,Phonology
skr,Sikaritai,5,Unbounded: Stress can be anywhere,-2.91666666667,138.25,East Tariku,Lakes Plain,Phonology
skl,Sikule,8,Fixed stress (no weight-sensitivity),2.66666666667,96.0,Northwest Sumatra-Barrier Islands,Austronesian,Phonology
sdh,Sindhi,6,Combined: Right-edge and unbounded,26.0,69.0,Indic,Indo-European,Phonology
sio,Sio,3,Right-edge: Ultimate or penultimate,-5.95,147.333333333,Oceanic,Austronesian,Phonology
sro,Siroi,8,Fixed stress (no weight-sensitivity),-5.5,146.0,Rai Coast,Trans-New Guinea,Phonology
sla,Slave,7,Not predictable,67.0,-125.0,Athapaskan,Na-Dene,Phonology
svk,Slovak,8,Fixed stress (no weight-sensitivity),49.0,20.0,Slavic,Indo-European,Phonology
slo,Slovene,5,Unbounded: Stress can be anywhere,46.0,15.0,Slavic,Indo-European,Phonology
svc,Slovincian,5,Unbounded: Stress can be anywhere,54.0,16.0,Slavic,Indo-European,Phonology
srb,Sorbian,8,Fixed stress (no weight-sensitivity),51.5,14.0,Slavic,Indo-European,Phonology
sea,Southeast Ambrym,3,Right-edge: Ultimate or penultimate,-16.3,168.216666667,Oceanic,Austronesian,Phonology
spa,Spanish,3,Right-edge: Ultimate or penultimate,40.0,-4.0,Romance,Indo-European,Phonology
spo,Spokane,7,Not predictable,47.6666666667,-117.75,Interior Salish,Salishan,Phonology
squ,Squamish,8,Fixed stress (no weight-sensitivity),49.6666666667,-123.166666667,Central Salish,Salishan,Phonology
sto,Stoney,8,Fixed stress (no weight-sensitivity),53.75,-116.5,Mississippi Valley Siouan,Siouan,Phonology
sun,Sundanese,3,Right-edge: Ultimate or penultimate,-7.0,107.0,Malayo-Sumbawan,Austronesian,Phonology
sup,Supyire,8,Fixed stress (no weight-sensitivity),11.5,-5.58333333333,Senufo,Niger-Congo,Phonology
swa,Swahili,8,Fixed stress (no weight-sensitivity),-6.5,39.0,Bantu,Niger-Congo,Phonology
swe,Swedish,4,Right-oriented: One of the last three,60.0,15.0,Germanic,Indo-European,Phonology
tab,Taba,8,Fixed stress (no weight-sensitivity),0.0,127.5,South Halmahera - West New Guinea,Austronesian,Phonology
tbr,Tabaru,8,Fixed stress (no weight-sensitivity),1.5,127.25,North Halmaheran,North Halmaheran,Phonology
tbl,Tabla,4,Right-oriented: One of the last three,-2.45,140.416666667,Sentanic,Sentanic,Phonology
tac,Tacana,8,Fixed stress (no weight-sensitivity),-13.5,-68.0,Tacanan,Pano-Tacanan,Phonology
tag,Tagalog,8,Fixed stress (no weight-sensitivity),15.0,121.0,Greater Central Philippine,Austronesian,Phonology
tah,Tahitian,5,Unbounded: Stress can be anywhere,-17.6666666667,-149.583333333,Oceanic,Austronesian,Phonology
taj,Tajik,8,Fixed stress (no weight-sensitivity),38.6666666667,70.0,Iranian,Indo-European,Phonology
tld,Talaud,8,Fixed stress (no weight-sensitivity),4.25,126.75,Sangiric,Austronesian,Phonology
tns,Tanna (Southwest),3,Right-edge: Ultimate or penultimate,-19.5666666667,169.333333333,Oceanic,Austronesian,Phonology
tgw,Tarangan (West),3,Right-edge: Ultimate or penultimate,-6.5,134.166666667,Central Malayo-Polynesian,Austronesian,Phonology
tas,Tashlhiyt,8,Fixed stress (no weight-sensitivity),31.0,-5.0,Berber,Afro-Asiatic,Phonology
taw,Tawala,8,Fixed stress (no weight-sensitivity),-10.3333333333,150.666666667,Oceanic,Austronesian,Phonology
teh,Tehuelche,8,Fixed stress (no weight-sensitivity),-48.0,-68.0,Chonan Proper,Chonan,Phonology
tps,Tepehuan (Southeastern),1,Left-edge: First or second,23.0,-104.5,Tepiman,Uto-Aztecan,Phonology
thp,Thaypan,8,Fixed stress (no weight-sensitivity),-14.8333333333,143.166666667,Northern Pama-Nyungan,Pama-Nyungan,Phonology
tib,Tibetan (Standard Spoken),5,Unbounded: Stress can be anywhere,30.0,91.0,Bodic,Sino-Tibetan,Phonology
tgk,Tigak,8,Fixed stress (no weight-sensitivity),-2.71666666667,150.8,Oceanic,Austronesian,Phonology
tse,Timorese,8,Fixed stress (no weight-sensitivity),-9.66666666667,124.5,Central Malayo-Polynesian,Austronesian,Phonology
tmc,Timucua,8,Fixed stress (no weight-sensitivity),30.25,-82.5,Timucua,Timucua,Phonology
try,Tiruray,8,Fixed stress (no weight-sensitivity),6.75,124.166666667,Bilic,Austronesian,Phonology
tiw,Tiwi,8,Fixed stress (no weight-sensitivity),-11.5,131.0,Tiwian,Tiwian,Phonology
tlo,Tobelo,3,Right-edge: Ultimate or penultimate,1.5,128.5,North Halmaheran,North Halmaheran,Phonology
tol,Tol,3,Right-edge: Ultimate or penultimate,14.6666666667,-87.0,Tol,Tol,Phonology
tla,Tolai,8,Fixed stress (no weight-sensitivity),-4.25,152.083333333,Oceanic,Austronesian,Phonology
tno,Tondano,4,Right-oriented: One of the last three,1.25,125.0,Minahasan,Austronesian,Phonology
tng,Tongan,3,Right-edge: Ultimate or penultimate,-21.1666666667,-175.166666667,Oceanic,Austronesian,Phonology
tnt,Tontemboan,3,Right-edge: Ultimate or penultimate,1.08333333333,124.5,Minahasan,Austronesian,Phonology
trd,Toraja,8,Fixed stress (no weight-sensitivity),-3.0,119.75,South Sulawesi,Austronesian,Phonology
tor,Toratán,8,Fixed stress (no weight-sensitivity),1.08333333333,124.833333333,Sangiric,Austronesian,Phonology
tru,Trumai,8,Fixed stress (no weight-sensitivity),-11.9166666667,-53.5833333333,Trumai,Trumai,Phonology
tsa,Tsakhur,8,Fixed stress (no weight-sensitivity),41.6666666667,47.1666666667,Lezgic,Nakh-Daghestanian,Phonology
tsi,Tsimshian (Coast),8,Fixed stress (no weight-sensitivity),52.5,-129.0,Tsimshianic,Tsimshianic,Phonology
tua,Tuamotuan,8,Fixed stress (no weight-sensitivity),-17.0,-144.0,Oceanic,Austronesian,Phonology
tuk,Tukang Besi,8,Fixed stress (no weight-sensitivity),-5.5,123.5,Celebic,Austronesian,Phonology
tun,Tunica,8,Fixed stress (no weight-sensitivity),32.6666666667,-91.0,Tunica,Tunica,Phonology
tur,Turkish,5,Unbounded: Stress can be anywhere,39.0,35.0,Turkic,Altaic,Phonology
tzo,Tzotzil,8,Fixed stress (no weight-sensitivity),16.5,-92.6666666667,Mayan,Mayan,Phonology
tbb,Tübatulabal,8,Fixed stress (no weight-sensitivity),36.0,-118.333333333,Northern Uto-Aztecan,Uto-Aztecan,Phonology
tsh,Tümpisa Shoshone,1,Left-edge: First or second,37.0,-117.0,Northern Uto-Aztecan,Uto-Aztecan,Phonology
uli,Ulithian,7,Not predictable,9.91666666667,139.583333333,Oceanic,Austronesian,Phonology
uma,Uma,8,Fixed stress (no weight-sensitivity),-1.83333333333,120.0,Celebic,Austronesian,Phonology
unm,Unami,4,Right-oriented: One of the last three,40.0,-75.1666666667,Algonquian,Algic,Phonology
ung,Ungarinjin,1,Left-edge: First or second,-16.3333333333,126.0,Worrorran,Worrorran,Phonology
uhi,Uradhi,8,Fixed stress (no weight-sensitivity),-11.9166666667,142.416666667,Northern Pama-Nyungan,Pama-Nyungan,Phonology
urk,Urubú-Kaapor,8,Fixed stress (no weight-sensitivity),-2.33333333333,-46.5,Maweti-Guarani,Tupian,Phonology
usa,Usan,7,Not predictable,-4.83333333333,145.166666667,North Adelbert,Trans-New Guinea,Phonology
uzn,Uzbek (Northern),8,Fixed stress (no weight-sensitivity),40.6666666667,66.5,Turkic,Altaic,Phonology
vot,Votic,8,Fixed stress (no weight-sensitivity),59.5,30.0,Finnic,Uralic,Phonology
wah,Wahgi,8,Fixed stress (no weight-sensitivity),-5.83333333333,144.716666667,Chimbu-Wahgi,Trans-New Guinea,Phonology
wlm,Walmatjari,8,Fixed stress (no weight-sensitivity),-19.5,125.75,Western Pama-Nyungan,Pama-Nyungan,Phonology
wam,Wambaya,1,Left-edge: First or second,-18.6666666667,135.75,Wambayan,Mirndi,Phonology
wbn,Wambon,8,Fixed stress (no weight-sensitivity),-5.5,140.416666667,Dumut,Trans-New Guinea,Phonology
wan,Wangkumara,8,Fixed stress (no weight-sensitivity),-27.3333333333,143.0,Central Pama-Nyungan,Pama-Nyungan,Phonology
wao,Waorani,8,Fixed stress (no weight-sensitivity),-1.0,-76.5,Waorani,Waorani,Phonology
wra,Warao,8,Fixed stress (no weight-sensitivity),9.33333333333,-61.6666666667,Warao,Warao,Phonology
wrd,Wardaman,8,Fixed stress (no weight-sensitivity),-15.5,131.0,Yangmanic,Yangmanic,Phonology
war,Wari',8,Fixed stress (no weight-sensitivity),-11.3333333333,-65.0,Chapacura-Wanham,Chapacura-Wanham,Phonology
wrl,Warlpiri,8,Fixed stress (no weight-sensitivity),-20.0,132.333333333,Western Pama-Nyungan,Pama-Nyungan,Phonology
wrg,Warrgamay,1,Left-edge: First or second,-18.5833333333,146.083333333,Northern Pama-Nyungan,Pama-Nyungan,Phonology
wel,Welsh,8,Fixed stress (no weight-sensitivity),52.0,-3.0,Celtic,Indo-European,Phonology
wer,Weri,8,Fixed stress (no weight-sensitivity),-7.75,146.916666667,Core Goilalan,Trans-New Guinea,Phonology
wet,Wetan,8,Fixed stress (no weight-sensitivity),-8.16666666667,128.0,Central Malayo-Polynesian,Austronesian,Phonology
wic,Wichita,5,Unbounded: Stress can be anywhere,33.3333333333,-97.3333333333,Northern Caddoan,Caddoan,Phonology
wch,Wichí,8,Fixed stress (no weight-sensitivity),-22.5,-62.5833333333,Matacoan,Matacoan,Phonology
wnb,Winnebago,8,Fixed stress (no weight-sensitivity),43.5,-88.5,Mississippi Valley Siouan,Siouan,Phonology
wiy,Wiyot,5,Unbounded: Stress can be anywhere,40.8333333333,-124.166666667,Wiyot,Algic,Phonology
woi,Woisika,7,Not predictable,-8.25,124.833333333,Alor-Pantar,Greater West Bomberai,Phonology
wlo,Wolio,3,Right-edge: Ultimate or penultimate,-5.5,122.75,Celebic,Austronesian,Phonology
ymd,Yamdena,8,Fixed stress (no weight-sensitivity),-7.5,131.5,Central Malayo-Polynesian,Austronesian,Phonology
yan,Yana,5,Unbounded: Stress can be anywhere,40.5,-122.0,Yana,Hokan,Phonology
yny,Yanyuwa,8,Fixed stress (no weight-sensitivity),-16.4166666667,137.166666667,Western Pama-Nyungan,Pama-Nyungan,Phonology
yap,Yapese,3,Right-edge: Ultimate or penultimate,9.58333333333,138.166666667,Yapese,Austronesian,Phonology
yaq,Yaqui,8,Fixed stress (no weight-sensitivity),27.5,-110.25,Cahita,Uto-Aztecan,Phonology
ywl,Yawelmani,8,Fixed stress (no weight-sensitivity),35.4166666667,-119.0,Yokuts,Penutian,Phonology
yzv,Yazva,5,Unbounded: Stress can be anywhere,65.0,55.0,Permic,Uralic,Phonology
yel,Yelî Dnye,8,Fixed stress (no weight-sensitivity),-11.3666666667,154.166666667,Yele,Yele,Phonology
yid,Yidiny,5,Unbounded: Stress can be anywhere,-17.0,145.75,Northern Pama-Nyungan,Pama-Nyungan,Phonology
yil,Yil,1,Left-edge: First or second,-3.53333333333,142.15,East Wapei,Torricelli,Phonology
yim,Yimas,8,Fixed stress (no weight-sensitivity),-4.66666666667,143.55,Lower Sepik,Ramu-Lower Sepik,Phonology
yin,Yindjibarndi,1,Left-edge: First or second,-21.75,117.916666667,Western Pama-Nyungan,Pama-Nyungan,Phonology
yir,Yir Yoront,8,Fixed stress (no weight-sensitivity),-14.8333333333,141.833333333,Northern Pama-Nyungan,Pama-Nyungan,Phonology
yuc,Yuchi,7,Not predictable,35.75,-86.75,Yuchi,Yuchi,Phonology
yko,Yukaghir (Kolyma),5,Unbounded: Stress can be anywhere,65.75,150.833333333,Yukaghir,Yukaghir,Phonology
ypk,Yup'ik (Central),1,Left-edge: First or second,59.5,-160.0,Eskimo,Eskimo-Aleut,Phonology
ych,Yup'ik (Chevak),1,Left-edge: First or second,61.5,-165.75,Eskimo,Eskimo-Aleut,Phonology
yun,Yup'ik (Norton Sound),1,Left-edge: First or second,64.0,-161.0,Eskimo,Eskimo-Aleut,Phonology
ysl,Yupik (St. Lawrence Island),7,Not predictable,63.5,-170.5,Eskimo,Eskimo-Aleut,Phonology
yuw,Yuwaalaraay,5,Unbounded: Stress can be anywhere,-29.5,148.0,Southeastern Pama-Nyungan,Pama-Nyungan,Phonology
zqc,Zoque (Copainalá),8,Fixed stress (no weight-sensitivity),17.0,-93.25,Mixe-Zoque,Mixe-Zoque,Phonology
zul,Zulu,8,Fixed stress (no weight-sensitivity),-30.0,30.0,Bantu,Niger-Congo,Phonology
zun,Zuni,8,Fixed stress (no weight-sensitivity),35.0833333333,-108.833333333,Zuni,Zuni,Phonology
